Symbol,Name,Sector,industry,Exchange
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SEB,Seaboard Corporation,Finance,Investment Bankers/Brokers/Service,AMEX
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,NASDAQ
SEE,Sealed Air Corporation,Basic Industries,Major Chemicals,NYSE
SEED,Origin Agritech Limited,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SEEL,"Seelos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,NASDAQ
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SELF,"Global Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management,NYSE
SEMG,Semgroup Corporation,Energy,Oilfield Services/Equipment,NYSE
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ
SENS,"Senseonics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,AMEX
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services,NYSE
SES,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals,NASDAQ
SESN,"Sesen Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SF^A,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SFB,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,NASDAQ
SFE,"Safeguard Scientifics, Inc.",Finance,Finance/Investors Services,NYSE
SFET,Safe-T Group Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ
SFIX,"Stitch Fix, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ
SFL,Ship Finance International Limited,Transportation,Marine Transportation,NYSE
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,NASDAQ
SFNC,Simmons First National Corporation,Finance,Major Banks,NASDAQ
SFS,Smart,Consumer Services,Food Chains,NYSE
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks,NASDAQ
SFUN,Fang Holdings Limited,Technology,EDP Services,NYSE
SG,"Sirius International Insurance Group, Ltd.",Finance,Property-Casualty Insurers,NASDAQ
SGA,"Saga Communications, Inc.",Consumer Services,Broadcasting,NASDAQ
SGB,Southwest Georgia Financial Corporation,Finance,Major Banks,AMEX
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials,NASDAQ
SGC,"Superior Group of Companies, Inc.",Consumer Non-Durables,Apparel,NASDAQ
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,NASDAQ
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,NASDAQ
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SGMS,Scientific Games Corp,Technology,EDP Services,NASDAQ
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services,NASDAQ
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
SGU,"Star Group, L.P.",Consumer Services,Other Specialty Stores,NYSE
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants,NYSE
SHBI,Shore Bancshares Inc,Finance,Major Banks,NASDAQ
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,NASDAQ
SHG,Shinhan Financial Group Co Ltd,Finance,Major Banks,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,Major Chemicals,NYSE
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,NASDAQ
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,NASDAQ
SHIPZ,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation,NASDAQ
SHLL,Tortoise Acquisition Corp.,Finance,Business Services,NYSE
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,NASDAQ
SHLX,"Shell Midstream Partners, L.P.",Energy,Natural Gas Distribution,NYSE
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts,NYSE
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ
SHOP,Shopify Inc.,Technology,Computer Software: Prepackaged Software,NYSE
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,NYSE
SIBN,"SI-BONE, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SIC,"Select Interior Concepts, Inc.",Basic Industries,Homebuilding,NASDAQ
SID,National Steel Company,Capital Goods,Steel/Iron Ore,NYSE
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,NASDAQ
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,NASDAQ
SIF,"SIFCO Industries, Inc.",Capital Goods,Aerospace,AMEX
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties,NYSE
SIGA,SIGA Technologies Inc.,Health Care,Major Pharmaceuticals,NASDAQ
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
SILC,Silicom Ltd,Technology,Computer Communications Equipment,NASDAQ
SILK,"Silk Road Medical, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SILV,SilverCrest Metals Inc.,Basic Industries,Precious Metals,AMEX
SIM,"Grupo Simec, S.A. de C.V.",Basic Industries,Steel/Iron Ore,AMEX
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,NASDAQ
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,NASDAQ
SINT,"SiNtx Technologies, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,NASDAQ
SITC,SITE Centers Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NYSE
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,NASDAQ
SIVB,SVB Financial Group,Finance,Major Banks,NASDAQ
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SJI,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
SJIU,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods,NYSE
SJR,Shaw Communications Inc.,Consumer Services,Television Services,NYSE
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,NYSE
SJW,SJW Group,Public Utilities,Water Supply,NYSE
SKIS,"Peak Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
SKM,"SK Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment,NYSE
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing,NYSE
SKY,Skyline Champion Corporation,Basic Industries,Homebuilding,NYSE
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,NASDAQ
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,NASDAQ
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment,NYSE
SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,NASDAQ
SLDB,Solid Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SLF,Sun Life Financial Inc.,Finance,Life Insurance,NYSE
SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts,NYSE
SLGG,"Super League Gaming, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
SLGL,Sol-Gel Technologies Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,NASDAQ
SLM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SLMBP,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLNOW,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLP,"Simulations Plus, Inc.",Technology,EDP Services,NASDAQ
SLS,"SELLAS Life Sciences Group, Inc. ",Health Care,Major Pharmaceuticals,NASDAQ
SLTB,Scorpio Bulkers Inc.,Transportation,Marine Transportation,NYSE
SLVO,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service,NASDAQ
SM,SM Energy Company,Energy,Oil & Gas Production,NYSE
SMAR,Smartsheet Inc.,Technology,Computer Software: Prepackaged Software,NYSE
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks,NASDAQ
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,NASDAQ
SMED,Sharps Compliance Corp.,Basic Industries,Environmental Services,NASDAQ
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,Commercial Banks,NYSE
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals,NYSE
SMHI,SEACOR Marine Holdings Inc.,Transportation,Marine Transportation,NYSE
SMI,Semiconductor  Manufacturing International Corporation,Technology,Semiconductors,NYSE
SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
SMLP,"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks,NASDAQ
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals,NASDAQ
SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods,NASDAQ
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SMTA,Spirit MTA REIT,Consumer Services,Real Estate Investment Trusts,NYSE
SMTC,Semtech Corporation,Technology,Semiconductors,NASDAQ
SMTS,Sierra Metals Inc.,Basic Industries,Precious Metals,AMEX
SMTX,SMTC Corporation,Technology,Electrical Products,NASDAQ
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,NYSE
SNAP,Snap Inc.,Technology,"Computer Software: Programming, Data Processing",NYSE
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings,NASDAQ
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services,NASDAQ
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production,NASDAQ
SNDR,"Schneider National, Inc.",Transportation,Trucking Freight/Courier Services,NYSE
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services,NASDAQ
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,NASDAQ
SNMP,Sanchez Midstream Partners LP,Energy,Oil & Gas Production,AMEX
SNN,"Smith & Nephew SNATS, Inc.",Health Care,Industrial Specialties,NYSE
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNOAW,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies,NYSE
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SNR,New Senior Investment Group Inc.,Consumer Services,Real Estate Investment Trusts,NYSE
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SNV,Synovus Financial Corp.,Finance,Major Banks,NYSE
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
SNY,Sanofi,Health Care,Major Pharmaceuticals,NASDAQ
SO,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SOGO,Sogou Inc.,Technology,EDP Services,NYSE
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHON,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHU,Sohu.com Limited ,Technology,EDP Services,NASDAQ
SOI,"Solaris Oilfield Infrastructure, Inc.",Energy,Metal Fabrications,NYSE
SOJA,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SOJB,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SOJC,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SOL,Renesola Ltd.,Technology,Semiconductors,NYSE
SOLO,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing,NASDAQ
SOLOW,Electrameccanica Vehicles Corp. Ltd.,Capital Goods,Auto Manufacturing,NASDAQ
SOLY,"Soliton, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SON,Sonoco Products Company,Consumer Durables,Containers/Packaging,NYSE
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,NASDAQ
SONM,"Sonim Technologies, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SONO,"Sonos, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,NASDAQ
SPAQ,Spartan Energy Acquisition Corp,Finance,Business Services,NYSE
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing,NASDAQ
SPB           ,"Spectrum Brands Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,NYSE
SPCB,"SuperCom, Ltd.",Technology,Semiconductors,NASDAQ
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,NASDAQ
SPFI,"South Plains Financial, Inc.",Finance,Major Banks,NASDAQ
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
SPGI,S&P Global Inc.,Finance,Finance: Consumer Services,NYSE
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores,NYSE
SPHS,"Sophiris Bio, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors,NASDAQ
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation,NASDAQ
SPKEP,"Spark Energy, Inc.",Public Utilities,Power Generation,NASDAQ
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
SPLP,Steel Partners Holdings LP,Capital Goods,Industrial Specialties,NYSE
SPN,"Superior Energy Services, Inc.",Energy,Oilfield Services/Equipment,NYSE
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments,NASDAQ
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software,NASDAQ
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SPOT,Spotify Technology S.A.,Consumer Services,Broadcasting,NYSE
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical,NYSE
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SPRT,"support.com, Inc.",Technology,EDP Services,NASDAQ
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors,NASDAQ
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
SPWR,SunPower Corporation,Technology,Semiconductors,NASDAQ
SPXC,SPX Corporation,Technology,Industrial Machinery/Components,NYSE
SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SQNS,Sequans Communications S.A.,Technology,Semiconductors,NYSE
SR,Spire Inc.,Public Utilities,Oil/Gas Transmission,NYSE
SRAX,"Social Reality, Inc.",Technology,Advertising,NASDAQ
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators,NYSE
SRCE,1st Source Corporation,Finance,Major Banks,NASDAQ
SRCI,SRC Energy Inc.,Energy,Oil & Gas Production,AMEX
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,NASDAQ
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SRE,Sempra Energy,Public Utilities,Natural Gas Distribution,NYSE
SRE^A,Sempra Energy,Public Utilities,Natural Gas Distribution,NYSE
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,NASDAQ
SRG,Seritage Growth Properties,Finance,Real Estate,NYSE
SRI,"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing,NYSE
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SRRK,Scholar Rock Holding Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SRT,"StarTek, Inc.",Technology,Professional Services,NYSE
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SSB,South State Corporation,Finance,Major Banks,NASDAQ
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
SSFN,Stewardship Financial Corp,Finance,Major Banks,NASDAQ
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SSL,Sasol Ltd.,Energy,Oil & Gas Production,NYSE
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services,NASDAQ
SSP,E.W. Scripps Company (The),Consumer Services,Broadcasting,NASDAQ
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals,NASDAQ
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
